Incident_Type,Report_taken_date_EST,Year,Data Type,Subject_Race,Subject_Sex,Subject_Ethnicity,Block Address,Incident Location District,Incident Location PSA,Age
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF L STREET NW,1D,103,19
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF 15TH STREET NE,5D,505,40
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Unknown,100 BLOCK OF INGRAHAM STREET NW,4D,403,31
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF INGRAHAM STREET NW,4D,403,33
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF I STREET NW,1D,102,25
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Unknown,500 BLOCK OF I STREET NW,1D,102,27
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF VARNUM STREET NW,4D,407,60
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF 17TH STREET SE,1D,108,25
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF 17TH STREET SE,1D,108,28
Stop & Frisk,7/15/2017,2017,,,,,200 BLOCK OF UPSHUR STREET NW,4D,407,
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Unknown,1200 BLOCK OF NORTH CAPITOL STREET NW,5D,503,34
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Unknown,1200 BLOCK OF NORTH CAPITOL STREET NW,5D,503,38
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF NORTH CAPITOL STREET NW,5D,502,19
Stop & Frisk,7/16/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF NORTH CAPITOL STREET NW,5D,502,19
Stop & Frisk,7/16/2017,2017,Person,Black,Male,Unknown,900 BLOCK OF 21ST STREET NE,5D,507,19
Stop & Frisk,7/16/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF 46TH PLACE SE,6D,608,Unknown
Stop & Frisk,7/16/2017,2017,Person,Black,Female,Unknown,1900 BLOCK OF 9TH STREET NW,3D,305,29
Stop & Frisk,7/16/2017,2017,Person,Black,Male,Unknown,2200 BLOCK OF 14TH STREET NW,3D,301,Juvenile
Stop & Frisk,7/16/2017,2017,Person,Black,Male,Unknown,2200 BLOCK OF 14TH STREET NW,3D,301,Juvenile
Stop & Frisk,7/16/2017,2017,Person,Black,Male,Unknown,2200 BLOCK OF 14TH STREET NW,3D,301,Juvenile
Stop & Frisk,7/16/2017,2017,Person,Black,Male,Unknown,2500 BLOCK OF ALABAMA AVENUE SE,7D,702,27
Stop & Frisk,7/16/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 8TH STREET NE,1D,104,21
Stop & Frisk,7/16/2017,2017,Person,Black,Male,Unknown,3500 BLOCK OF 26TH STREET NE,5D,503,47
Stop & Frisk,7/16/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF NORTH CAPITOL STREET NE,1D,103,49
Stop & Frisk,7/16/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF SAVANNAH STREET SE,7D,704,24
Stop & Frisk,7/17/2017,2017,Person,Black,Male,Unknown,300 BLOCK OF 10TH STREET NE,1D,107,18
Stop & Frisk,7/17/2017,2017,Person,Black,Male,Unknown,300 BLOCK OF 10TH STREET NE,1D,107,18
Stop & Frisk,7/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF PEABODY STREET NW,4D,404,Juvenile
Stop & Frisk,7/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF PEABODY STREET NW,4D,404,Juvenile
Stop & Frisk,7/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF PEABODY STREET NW,4D,404,Juvenile
Stop & Frisk,7/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF PEABODY STREET NW,4D,404,Juvenile
Stop & Frisk,7/17/2017,2017,Person,Black,Female,Not Hispanic Or Latino,2000 BLOCK OF BENNING ROAD NE,5D,507,Juvenile
Stop & Frisk,7/17/2017,2017,Person,Black,Male,Unknown,2000 BLOCK OF BENNING ROAD NE,5D,507,Juvenile
Stop & Frisk,7/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF LANGSTON TERRACE NE,5D,507,20
Stop & Frisk,7/17/2017,2017,Person,White,Male,Hispanic Or Latino,3400 BLOCK OF 14TH STREET NW,4D,409,22
Stop & Frisk,7/17/2017,2017,Person,White,Male,Hispanic Or Latino,3400 BLOCK OF 14TH STREET NW,4D,409,29
Stop & Frisk,7/17/2017,2017,Person,White,Male,Hispanic Or Latino,3400 BLOCK OF 14TH STREET NW,4D,409,50
Stop & Frisk,7/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 8TH STREET SE,1D,107,33
Stop & Frisk,7/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF IRVING STREET NE,5D,502,Juvenile
Stop & Frisk,7/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF INDIANA AVENUE NW,1D,102,24
Stop & Frisk,7/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF 2ND STREET NE,5D,501,20
Stop & Frisk,7/17/2017,2017,Person,White,Male,Hispanic Or Latino,1100 BLOCK OF 22ND STREET NW,2D,207,24
Stop & Frisk,7/17/2017,2017,Person,Black,Male,Unknown,1100 BLOCK OF 22ND STREET NW,2D,207,Unknown
Stop & Frisk,7/18/2017,2017,Person,Black,Female,Unknown,2900 BLOCK OF KNOX PLACE SE,7D,702,34
Stop & Frisk,7/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2900 BLOCK OF KNOX PLACE SE,7D,702,Juvenile
Stop & Frisk,7/18/2017,2017,Person,Black,Male,Unknown,2000 BLOCK OF 14TH STREET NW,3D,301,25
Stop & Frisk,7/18/2017,2017,Person,Black,Female,Not Hispanic Or Latino,5100 BLOCK OF GEORGIA AVENUE NW,4D,403,29
Stop & Frisk,7/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5100 BLOCK OF GEORGIA AVENUE NW,4D,403,Juvenile
Stop & Frisk,7/18/2017,2017,Person,Unknown,Unknown,Unknown,5100 BLOCK OF GEORGIA AVENUE NW,4D,403,Unknown
Stop & Frisk,7/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CLIFTON STREET NW,3D,304,35
Stop & Frisk,7/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CLIFTON STREET NW,3D,304,47
Stop & Frisk,7/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CLIFTON STREET NW,3D,304,48
Stop & Frisk,7/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF HANOVER PLACE NW,5D,501,Unknown
Stop & Frisk,7/19/2017,2017,Person,Black,Female,Not Hispanic Or Latino,3600 BLOCK OF 14TH STREET NW,4D,404,43
Stop & Frisk,7/19/2017,2017,Person,Black,Female,Unknown,3600 BLOCK OF 14TH STREET NW,4D,404,46
Stop & Frisk,7/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3900 BLOCK OF MINNESOTA AVENUE NE,6D,603,35
Stop & Frisk,7/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF KENNEDY STREET NW,4D,403,28
Stop & Frisk,7/19/2017,2017,Person,Black,Male,Unknown,2400 BLOCK OF PENNSYLVANIA AVENUE NW,2D,206,61
Stop & Frisk,7/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3800 BLOCK OF MINNESOTA AVENUE NE,6D,603,56
Stop & Frisk,7/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF MAINE AVENUE SW,1D,105,33
Stop & Frisk,7/19/2017,2017,Person,White,Male,Not Hispanic Or Latino,1000 BLOCK OF 16TH STREET NW,2D,207,49
Stop & Frisk,7/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF 4TH STREET SE,7D,708,Juvenile
Stop & Frisk,7/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF HARTFORD STREET SE,7D,702,27
Stop & Frisk,7/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 49TH STREET NE,6D,602,21
Stop & Frisk,7/20/2017,2017,Person,Black,Male,Unknown,2600 BLOCK OF MINNESOTA AVENUE SE,6D,603,30
Stop & Frisk,7/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2600 BLOCK OF MINNESOTA AVENUE SE,6D,603,37
Stop & Frisk,7/20/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1500 BLOCK OF BENNING ROAD NE,5D,507,23
Stop & Frisk,7/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5500 BLOCK OF 5TH STREET NW,4D,403,18
Stop & Frisk,7/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF OAK STREET NW,4D,409,Juvenile
Stop & Frisk,7/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF H STREET NW,1D,102,25
Stop & Frisk,7/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF E STREET NW,2D,207,19
Stop & Frisk,7/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF E STREET NW,2D,207,Juvenile
Stop & Frisk,7/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF MERIDIAN PLACE NW,4D,407,29
Stop & Frisk,7/21/2017,2017,Person,Black,Male,Unknown,4300 BLOCK OF WHEELER ROAD SE,7D,706,Juvenile
Stop & Frisk,7/21/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF 46TH PLACE SE,6D,604,18
Stop & Frisk,7/21/2017,2017,Person,Black,Male,Unknown,1700 BLOCK OF PENNSYLVANIA AVENUE NW,2D,207,59
Stop & Frisk,7/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF MINNESOTA AVENUE SE,6D,608,26
Stop & Frisk,7/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF RIGGS ROAD NE,4D,406,19
Stop & Frisk,7/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF RIGGS ROAD NE,4D,406,20
Stop & Frisk,7/21/2017,2017,Person,Black,Female,Not Hispanic Or Latino,500 BLOCK OF RIGGS ROAD NE,4D,406,Unknown
Stop & Frisk,7/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF K STREET SW,1D,105,19
Stop & Frisk,7/21/2017,2017,Person,Black,Male,Unknown,2300 BLOCK OF CHAMPLAIN STREET NW,3D,303,21
Stop & Frisk,7/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4400 BLOCK OF B STREET SE,6D,604,18
Stop & Frisk,7/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4400 BLOCK OF B STREET SE,6D,604,Juvenile
Stop & Frisk,7/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF RIGGS STREET NW,3D,301,Juvenile
Stop & Frisk,7/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF RIGGS STREET NW,3D,301,Juvenile
Stop & Frisk,7/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF JEFFERSON STREET NW,4D,403,31
Stop & Frisk,7/22/2017,2017,Person,Black,Female,Not Hispanic Or Latino,2400 BLOCK OF 18TH STREET NW,3D,303,25
Stop & Frisk,7/22/2017,2017,Person,Black,Male,Unknown,1200 BLOCK OF PERRY STREET NE,5D,505,23
Stop & Frisk,7/22/2017,2017,,,,,2200 BLOCK OF SAVANNAH TERRACE SE,7D,704,
Stop & Frisk,7/22/2017,2017,Person,White,Male,Hispanic Or Latino,1400 BLOCK OF OTIS PLACE NW,4D,404,24
Stop & Frisk,7/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF 45TH STREET NE,6D,608,23
Stop & Frisk,7/22/2017,2017,Person,Black,Male,Unknown,100 BLOCK OF 45TH STREET NE,6D,608,29
Stop & Frisk,7/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF 45TH STREET NE,6D,608,54
Stop & Frisk,7/22/2017,2017,Person,White,Male,Hispanic Or Latino,1800 BLOCK OF S STREET NW,3D,303,24
Stop & Frisk,7/22/2017,2017,Person,Black,Male,Unknown,1600 BLOCK OF FORT DUPONT STREET SE,6D,605,Juvenile
Stop & Frisk,7/22/2017,2017,Person,Black,Male,Unknown,500 BLOCK OF 11TH STREET NW,1D,101,34
Stop & Frisk,7/22/2017,2017,Person,Black,Male,Unknown,3000 BLOCK OF 14TH STREET NW,3D,302,27
Stop & Frisk,7/22/2017,2017,Person,Black,Male,Unknown,800 BLOCK OF 18TH STREET NW,2D,207,31
Stop & Frisk,7/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF 50TH STREET NE,6D,602,Juvenile
Stop & Frisk,7/22/2017,2017,Person,Black,Male,Unknown,300 BLOCK OF 50TH STREET NE,6D,602,Juvenile
Stop & Frisk,7/22/2017,2017,Person,Black,Male,Unknown,2500 BLOCK OF POMEROY ROAD SE,7D,703,20
Stop & Frisk,7/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 16TH STREET SE,1D,108,18
Stop & Frisk,7/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 16TH STREET SE,1D,108,45
Stop & Frisk,7/23/2017,2017,Person,Black,Female,Hispanic Or Latino,400 BLOCK OF 16TH STREET SE,1D,108,49
Stop & Frisk,7/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF POTOMAC AVENUE SE,1D,108,18
Stop & Frisk,7/23/2017,2017,Person,White,Female,Unknown,900 BLOCK OF MOUNT OLIVET ROAD NE,5D,505,21
Stop & Frisk,7/23/2017,2017,Person,Black,Male,Unknown,900 BLOCK OF MOUNT OLIVET ROAD NE,5D,505,24
Stop & Frisk,7/23/2017,2017,Person,Black,Male,Unknown,1300 BLOCK OF W STREET SE,7D,701,56
Stop & Frisk,7/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF 36TH STREET NE,6D,603,56
Stop & Frisk,7/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF LINCOLN ROAD NE,5D,502,28
Stop & Frisk,7/23/2017,2017,Person,Black,Male,Unknown,1600 BLOCK OF LINCOLN ROAD NE,5D,502,37
Stop & Frisk,7/23/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF F STREET NW,1D,102,20
Stop & Frisk,7/23/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF F STREET NW,1D,102,28
Stop & Frisk,7/24/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF T STREET NW,3D,306,23
Stop & Frisk,7/24/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF HAYES STREET NE,6D,601,35
Stop & Frisk,7/24/2017,2017,Person,Black,Female,Unknown,2300 BLOCK OF 18TH STREET NW,3D,303,29
Stop & Frisk,7/24/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF 4TH STREET NE,5D,502,21
Stop & Frisk,7/24/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF MARYLAND AVENUE NE,1D,104,Juvenile
Stop & Frisk,7/24/2017,2017,Person,Black,Female,Unknown,2800 BLOCK OF ALABAMA AVENUE SE,6D,606,18
Stop & Frisk,7/24/2017,2017,Person,Unknown,Male,Unknown,600 BLOCK OF CONDON TERRACE SE,7D,706,Juvenile
Stop & Frisk,7/25/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF TAYLOR STREET NW,4D,409,Juvenile
Stop & Frisk,7/25/2017,2017,Person,Black,Male,Unknown,1400 BLOCK OF TAYLOR STREET NW,4D,409,Juvenile
Stop & Frisk,7/25/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF TAYLOR STREET NW,4D,409,Juvenile
Stop & Frisk,7/25/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF 7TH STREET NW,3D,308,24
Stop & Frisk,7/25/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF L STREET NW,1D,103,27
Stop & Frisk,7/25/2017,2017,Person,Black,Female,Not Hispanic Or Latino,5800 BLOCK OF 8TH STREET NW,4D,402,Juvenile
Stop & Frisk,7/25/2017,2017,Person,Unknown,Male,Hispanic Or Latino,5800 BLOCK OF 8TH STREET NW,4D,402,Juvenile
Stop & Frisk,7/25/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5800 BLOCK OF 8TH STREET NW,4D,402,Juvenile
Stop & Frisk,7/25/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5800 BLOCK OF 8TH STREET NW,4D,402,Juvenile
Stop & Frisk,7/25/2017,2017,Person,Unknown,Male,Hispanic Or Latino,5800 BLOCK OF 8TH STREET NW,4D,402,Juvenile
Stop & Frisk,7/25/2017,2017,Person,Black,Female,Unknown,3900 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,7D,708,32
Stop & Frisk,7/25/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF GAINESVILLE STREET SE,7D,702,28
Stop & Frisk,7/25/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF SIMMS PLACE NE,5D,506,21
Stop & Frisk,7/25/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1400 BLOCK OF GIRARD STREET NW,3D,304,Juvenile
Stop & Frisk,7/25/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1400 BLOCK OF GIRARD STREET NW,3D,304,Juvenile
Stop & Frisk,7/25/2017,2017,Person,Black,Male,Unknown,2500 BLOCK OF SAYLES PLACE SE,7D,703,30
Stop & Frisk,7/25/2017,2017,Person,White,Male,Unknown,3100 BLOCK OF M STREET NW,2D,206,43
Stop & Frisk,7/26/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF 17TH PLACE SE,6D,607,39
Stop & Frisk,7/26/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF EASTERN AVENUE NE,6D,608,59
Stop & Frisk,7/26/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF 57TH PLACE NE,6D,608,22
Stop & Frisk,7/26/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF 57TH PLACE NE,6D,608,24
Stop & Frisk,7/26/2017,2017,Person,Black,Male,Unknown,2400 BLOCK OF ALABAMA AVENUE SE,7D,702,26
Stop & Frisk,7/26/2017,2017,Person,White,Male,Not Hispanic Or Latino,CONNECTICUT AVENUE NW,2D,208,30
Stop & Frisk,7/26/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF H STREET NE,1D,104,26
Stop & Frisk,7/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF BUTLER STREET SE,7D,701,22
Stop & Frisk,7/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF FORT DAVIS PLACE SE,6D,605,25
Stop & Frisk,7/27/2017,2017,Person,Black,Male,Unknown,1500 BLOCK OF 19TH STREET SE,6D,607,37
Stop & Frisk,7/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF HARTFORD STREET SE,7D,702,31
Stop & Frisk,7/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF BRUCE PLACE SE,7D,706,36
Stop & Frisk,7/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF 14TH STREET NW,4D,409,56
Stop & Frisk,7/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF 11TH STREET NW,3D,304,19
Stop & Frisk,7/27/2017,2017,Person,Unknown,Female,Unknown,2300 BLOCK OF 11TH STREET NW,3D,304,49
Stop & Frisk,7/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF 12TH STREET SE,1D,108,53
Stop & Frisk,7/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5200 BLOCK OF 7TH STREET NW,4D,403,24
Stop & Frisk,7/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,32
Stop & Frisk,7/28/2017,2017,Person,Black,Male,Unknown,4200 BLOCK OF 4TH STREET SE,7D,708,23
Stop & Frisk,7/28/2017,2017,Person,Black,Male,Unknown,1000 BLOCK OF 4TH STREET SW,1D,105,37
Stop & Frisk,7/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF U STREET NW,3D,305,23
Stop & Frisk,7/28/2017,2017,Person,Black,Male,Unknown,900 BLOCK OF U STREET NW,3D,305,25
Stop & Frisk,7/28/2017,2017,Person,Black,Male,Unknown,1400 BLOCK OF WISCONSIN AVENUE NW,2D,206,18
Stop & Frisk,7/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF WISCONSIN AVENUE NW,2D,206,19
Stop & Frisk,7/28/2017,2017,Person,Black,Male,Unknown,1400 BLOCK OF WISCONSIN AVENUE NW,2D,206,Juvenile
Stop & Frisk,7/28/2017,2017,Person,Black,Male,Unknown,1400 BLOCK OF WISCONSIN AVENUE NW,2D,206,Juvenile
Stop & Frisk,7/28/2017,2017,Person,Black,Female,Not Hispanic Or Latino,100 BLOCK OF MISSISSIPPI AVENUE SE,7D,707,25
Stop & Frisk,7/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF MISSISSIPPI AVENUE SE,7D,707,28
Stop & Frisk,7/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF LEBAUM STREET SE,7D,707,44
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Unknown,300 BLOCK OF HAMILTON STREET NE,4D,405,Juvenile
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF HAMILTON STREET NE,4D,405,Juvenile
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF HAMILTON STREET NE,4D,405,Juvenile
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF HAMILTON STREET NE,4D,405,Juvenile
Stop & Frisk,7/29/2017,2017,Person,White,Male,Not Hispanic Or Latino,1200 BLOCK OF 18TH STREET NW,2D,208,22
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF GEORGIA AVENUE NW,3D,302,32
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF PENNSYLVANIA AVENUE SE,1D,107,19
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF PENNSYLVANIA AVENUE SE,1D,107,Juvenile
Stop & Frisk,7/29/2017,2017,Person,White,Male,Hispanic Or Latino,5300 BLOCK OF GEORGIA AVENUE NW,4D,403,38
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Unknown,2400 BLOCK OF WISCONSIN AVENUE NW,2D,204,44
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF MERIDIAN PLACE NW,4D,409,Juvenile
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 18TH STREET NE,5D,507,18
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 18TH STREET NE,5D,507,18
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 18TH STREET NE,5D,507,Juvenile
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 18TH STREET NE,5D,507,Juvenile
Stop & Frisk,7/29/2017,2017,Person,White,Male,Unknown,900 BLOCK OF 52ND STREET NE,6D,608,21
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Unknown,900 BLOCK OF 52ND STREET NE,6D,608,52
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Unknown,900 BLOCK OF 52ND STREET NE,6D,608,62
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Unknown,1400 BLOCK OF HOLBROOK STREET NE,5D,505,55
Stop & Frisk,7/29/2017,2017,Person,Black,Female,Not Hispanic Or Latino,300 BLOCK OF NEW YORK AVENUE NW,1D,103,Juvenile
Stop & Frisk,7/29/2017,2017,Person,Black,Male,Unknown,2000 BLOCK OF K STREET NW,2D,207,50
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF KENNEDY ST NW,4D,403,43
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF O STREET SW,1D,105,19
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF O STREET SW,1D,105,20
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF O STREET SW,1D,105,21
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF O STREET SW,1D,105,24
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Unknown,1500 BLOCK OF 18TH STREET NW,2D,208,29
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Unknown,1500 BLOCK OF 18TH STREET NW,2D,208,33
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Unknown,1500 BLOCK OF 18TH STREET NW,2D,208,36
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Unknown,1500 BLOCK OF 18TH STREET NW,2D,208,Unknown
Stop & Frisk,7/30/2017,2017,Person,White,Male,Not Hispanic Or Latino,900 BLOCK OF U STREET NW,3D,305,21
Stop & Frisk,7/30/2017,2017,Person,White,Male,Hispanic Or Latino,3200 BLOCK OF GEORGIA AVENUE NW,3D,302,25
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF V STREET NW,3D,301,26
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF SARATOGA AVENUE NE,5D,505,22
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3200 BLOCK OF 22ND STREET NE,7D,704,67
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF CALVERT STREET NW,3D,304,60
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF NEW YORK AVENUE NW,5D,501,40
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF PARK ROAD NW,3D,302,45
Stop & Frisk,7/30/2017,2017,Person,Black,Male,Unknown,2600 BLOCK OF BOWEN ROAD SE,7D,703,35
Stop & Frisk,7/31/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF M STREET SE,1D,108,19
Stop & Frisk,7/31/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF M STREET SE,1D,108,Juvenile
